id,topic,question,answer,score,match_type,token_weights
261,cancel_or_change,Can I change my order quantity to Jerusalem office for reference ORD7788?,"In a side note under the comparison table, it says that the change policy says reference ORD7788 can be updated so the order quantity becomes Jerusalem office, provided the request is submitted while it is still pending.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
262,cancel_or_change,"I was checking the site and couldn't find it clearly, how do I reschedule my pickup time?","The paragraph continues with a warning about delays, but says that the notice says some order details can be changed online, but it does not confirm whether pickup time can become tomorrow morning for reference ORD7788. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
263,cancel_or_change,Can I reschedule my delivery address to April 18 for reference DEL9012?,"A note in the middle of the article adds that the article discusses refund timing after a returned product is inspected, not changing the order before shipment. The same article also includes unrelated marketing text and a link to general support.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.5,1.0,1.0,2.5,2.5,1.0"
264,cancel_or_change,I need to change the order quantity; is it still awaiting confirmation?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
265,cancel_or_change,How do I change my pickup time?,"In a side note under the comparison table, it says that in the service bulletin, customers may change a pickup time from the order page before dispatch, and the paragraph says the current status is awaiting confirmation. The same article also includes unrelated marketing text and a link to general support.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
266,cancel_or_change,Can I reschedule my pickup time to two units for reference DEL9012?,"After several unrelated lines about customer service, the page says: a cancellation section explains the request form, yet it does not say if this order is still pending.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
267,cancel_or_change,"I was checking the site and couldn't find it clearly, how do I update my pickup time?","In a side note under the comparison table, it says that the article discusses refund timing after a returned product is inspected, not changing the order before shipment.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
268,cancel_or_change,I need to update the pickup time; is it still awaiting confirmation?,"According to the announcement, users should check the help center for updates, while unrelated billing references were moved to a separate dashboard. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
269,cancel_or_change,Can I change my delivery address to two units for reference BK4421?,"The paragraph continues with a warning about delays, but says that in the service bulletin, customers may change a delivery address from the order page before dispatch, and the paragraph says the current status is pending.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
270,cancel_or_change,Can I cancel my delivery address to tomorrow morning for reference A1234?,"The page does not present it as a direct answer; instead, it states that the notice says some order details can be changed online, but it does not confirm whether delivery address can become tomorrow morning for reference A1234. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,1.0,2.5,1.0"
271,cancel_or_change,Can I reschedule my flight date to two units for reference DEL9012?,"A product page lists dimensions and available colors, but it says nothing about canceling or modifying a booking. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
272,cancel_or_change,Please help: I need to cancel the order quantity; is it still not shipped?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
273,cancel_or_change,I need to cancel the flight date; is it still not shipped?,"In the service bulletin, customers may cancel a flight date from the order page before dispatch, and the paragraph says the current status is not shipped.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
274,cancel_or_change,How do I update my delivery address?,"The page does not present it as a direct answer; instead, it states that a cancellation section explains the request form, yet it does not say if this order is still still open.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
275,cancel_or_change,I need to update the delivery address; is it still still open?,"A note in the middle of the article adds that the article discusses refund timing after a returned product is inspected, not changing the order before shipment.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
276,cancel_or_change,I need to cancel the delivery address; is it still pending?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
277,cancel_or_change,"I was checking the site and couldn't find it clearly, can I reschedule my flight date to Jerusalem office for reference BK4421?","In the service bulletin, customers may reschedule a flight date from the order page before dispatch, and the paragraph says the current status is awaiting confirmation.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
278,cancel_or_change,I need to cancel the delivery address; is it still awaiting confirmation?,"In a side note under the comparison table, it says that the notice says some order details can be changed online, but it does not confirm whether delivery address can become April 18 for reference ORD7788.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
279,cancel_or_change,Can I cancel my order quantity to Jerusalem office for reference ORD7788?,"After several unrelated lines about customer service, the page says: the article discusses refund timing after a returned product is inspected, not changing the order before shipment.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
280,cancel_or_change,I need to reschedule the pickup time; is it still pending?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
281,cancel_or_change,How do I cancel my flight date?,"After several unrelated lines about customer service, the page says: the change policy says reference A1234 can be updated so the flight date becomes tomorrow morning, provided the request is submitted while it is still not shipped. The same article also includes unrelated marketing text and a link to general support.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
282,cancel_or_change,"I was checking the site and couldn't find it clearly, i need to update the flight date; is it still not shipped?","A cancellation section explains the request form, yet it does not say if this order is still not shipped.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
283,cancel_or_change,How do I change my delivery address?,"The page does not present it as a direct answer; instead, it states that the article discusses refund timing after a returned product is inspected, not changing the order before shipment.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
284,cancel_or_change,Can I cancel my order quantity to Jerusalem office for reference DEL9012?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
285,cancel_or_change,I need to change the flight date; is it still awaiting confirmation?,"After several unrelated lines about customer service, the page says: in the service bulletin, customers may change a flight date from the order page before dispatch, and the paragraph says the current status is awaiting confirmation.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
286,cancel_or_change,How do I cancel my flight date?,"The paragraph continues with a warning about delays, but says that a cancellation section explains the request form, yet it does not say if this order is still still open.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
287,cancel_or_change,"In short, how do I change my order quantity?","The article discusses refund timing after a returned product is inspected, not changing the order before shipment. The same article also includes unrelated marketing text and a link to general support.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
288,cancel_or_change,Can I update my order quantity to April 18 for reference ORD7788?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.5,1.0,1.0,2.5,2.5,1.0"
289,cancel_or_change,Can I reschedule my flight date to Jerusalem office for reference A1234?,"The change policy says reference A1234 can be updated so the flight date becomes Jerusalem office, provided the request is submitted while it is still not shipped.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,1.0,2.5,1.0"
290,cancel_or_change,I need to cancel the order quantity; is it still not shipped?,"A note in the middle of the article adds that the notice says some order details can be changed online, but it does not confirm whether order quantity can become two units for reference A1234. The same article also includes unrelated marketing text and a link to general support.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
291,cancel_or_change,Can I cancel my pickup time to tomorrow morning for reference BK4421?,"A product page lists dimensions and available colors, but it says nothing about canceling or modifying a booking. The same article also includes unrelated marketing text and a link to general support.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
292,cancel_or_change,Please help: Can I reschedule my pickup time to Jerusalem office for reference DEL9012?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
293,cancel_or_change,Can I cancel my pickup time to Jerusalem office for reference ORD7788?,"The page does not present it as a direct answer; instead, it states that the change policy says reference ORD7788 can be updated so the pickup time becomes Jerusalem office, provided the request is submitted while it is still pending.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
294,cancel_or_change,How do I update my order quantity?,"The page does not present it as a direct answer; instead, it states that a cancellation section explains the request form, yet it does not say if this order is still not shipped. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
295,cancel_or_change,I need to reschedule the delivery address; is it still still open?,"A note in the middle of the article adds that a product page lists dimensions and available colors, but it says nothing about canceling or modifying a booking.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
296,cancel_or_change,Can I update my flight date to two units for reference DEL9012?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
297,cancel_or_change,"Can I change my flight date to Jerusalem office for reference BK4421? I only need the exact answer, not a general explanation.","The paragraph continues with a warning about delays, but says that the change policy says reference BK4421 can be updated so the flight date becomes Jerusalem office, provided the request is submitted while it is still not shipped.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
298,cancel_or_change,I need to change the order quantity; is it still not shipped?,"A note in the middle of the article adds that the notice says some order details can be changed online, but it does not confirm whether order quantity can become tomorrow morning for reference DEL9012. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
299,cancel_or_change,I need to reschedule the order quantity; is it still awaiting confirmation?,"A product page lists dimensions and available colors, but it says nothing about canceling or modifying a booking.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
300,cancel_or_change,Can I cancel my order quantity to April 18 for reference BK4421?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.5,1.0,1.0,2.5,2.5,1.0"
301,cancel_or_change,How do I reschedule my order quantity?,"After several unrelated lines about customer service, the page says: the change policy says reference DEL9012 can be updated so the order quantity becomes Jerusalem office, provided the request is submitted while it is still not shipped.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
302,cancel_or_change,"I need to update the order quantity; is it still pending? I only need the exact answer, not a general explanation.","The page does not present it as a direct answer; instead, it states that the notice says some order details can be changed online, but it does not confirm whether order quantity can become April 18 for reference BK4421.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
303,cancel_or_change,I need to change the delivery address; is it still pending?,"The paragraph continues with a warning about delays, but says that the article discusses refund timing after a returned product is inspected, not changing the order before shipment.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
304,cancel_or_change,I need to cancel the delivery address; is it still not shipped?,"The article describes how seasonal demand changes customer waiting times, but it does not provide a direct answer to the requested service detail.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
305,cancel_or_change,I need to cancel the flight date; is it still pending?,"In a side note under the comparison table, it says that in the service bulletin, customers may cancel a flight date from the order page before dispatch, and the paragraph says the current status is pending.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0"
306,cancel_or_change,How do I change my flight date?,"A note in the middle of the article adds that the notice says some order details can be changed online, but it does not confirm whether flight date can become April 18 for reference A1234.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
307,cancel_or_change,"In short, can I update my delivery address to April 18 for reference A1234?","The page does not present it as a direct answer; instead, it states that the article discusses refund timing after a returned product is inspected, not changing the order before shipment. The same article also includes unrelated marketing text and a link to general support.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.5,1.0,1.0,1.0,2.5,1.0"
308,cancel_or_change,Can I update my pickup time to April 18 for reference BK4421?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately. The same article also includes unrelated marketing text and a link to general support.",0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.5,1.0,1.0,2.5,2.5,1.0"
309,cancel_or_change,Can I cancel my order quantity to Jerusalem office for reference A1234?,"The page does not present it as a direct answer; instead, it states that the change policy says reference A1234 can be updated so the order quantity becomes Jerusalem office, provided the request is submitted while it is still pending.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,1.0,2.5,1.0"
310,cancel_or_change,How do I cancel my order quantity?,"After several unrelated lines about customer service, the page says: a cancellation section explains the request form, yet it does not say if this order is still still open.",0.45,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
311,cancel_or_change,I need to reschedule the pickup time; is it still awaiting confirmation?,"The article discusses refund timing after a returned product is inspected, not changing the order before shipment.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
312,cancel_or_change,"I was checking the site and couldn't find it clearly, can I update my pickup time to two units for reference ORD7788?","In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
313,cancel_or_change,How do I reschedule my order quantity?,"The page does not present it as a direct answer; instead, it states that in the service bulletin, customers may reschedule a order quantity from the order page before dispatch, and the paragraph says the current status is awaiting confirmation.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
314,cancel_or_change,How do I change my pickup time?,"After several unrelated lines about customer service, the page says: a cancellation section explains the request form, yet it does not say if this order is still awaiting confirmation. The same article also includes unrelated marketing text and a link to general support.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
315,cancel_or_change,How do I change my order quantity?,"The paragraph continues with a warning about delays, but says that a product page lists dimensions and available colors, but it says nothing about canceling or modifying a booking. The same article also includes unrelated marketing text and a link to general support.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
316,cancel_or_change,Can I change my flight date to Jerusalem office for reference ORD7788?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details. The same article also includes unrelated marketing text and a link to general support.,0.0,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,2.5,2.5,1.0"
317,cancel_or_change,"I need to update the pickup time; is it still pending? I only need the exact answer, not a general explanation.","After several unrelated lines about customer service, the page says: in the service bulletin, customers may update a pickup time from the order page before dispatch, and the paragraph says the current status is pending.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
318,cancel_or_change,I need to update the pickup time; is it still awaiting confirmation?,"In a side note under the comparison table, it says that a cancellation section explains the request form, yet it does not say if this order is still awaiting confirmation.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
319,cancel_or_change,I need to change the flight date; is it still still open?,"The page does not present it as a direct answer; instead, it states that the article discusses refund timing after a returned product is inspected, not changing the order before shipment. The same article also includes unrelated marketing text and a link to general support.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,1.0,1.5,1.5,1.0"
320,cancel_or_change,Can I update my delivery address to two units for reference A1234?,"A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value. The same article also includes unrelated marketing text and a link to general support.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,1.0,2.5,1.0"
321,returns_and_refunds,How can I get a exchange for office chair reference RMA4002?,"In the refund paragraph, the exchange for office chair is marked rejected, with funds expected after warehouse inspection. The same article also includes unrelated marketing text and a link to general support.",0.95,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
322,returns_and_refunds,"I was checking the site and couldn't find it clearly, what is the status of my exchange for office chair?","A customer article says refunds may take several days, while the actual status of this request is not shown.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
323,returns_and_refunds,Can I return office chair after 14 days?,"The tracking page says the parcel reached the sorting center, which does not answer whether a refund is approved.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,2.0,1.0,1.0"
324,returns_and_refunds,What is the status of my refund for laptop battery?,The guide spends most of its space comparing mobile app layouts and does not mention the requested product or transaction details.,0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
325,returns_and_refunds,Can I return wireless mouse after after opening?,"In a side note under the comparison table, it says that in the refund paragraph, the store credit for wireless mouse is marked under review, with funds expected after warehouse inspection. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0"
326,returns_and_refunds,Can I return printer cartridge after 30 days?,"In a side note under the comparison table, it says that the policy mentions that printer cartridge can sometimes be returned, but it does not say whether reference RET9910 qualifies for a store credit.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,2.0,1.0,1.0"
327,returns_and_refunds,"How can I get a exchange for office chair reference RET9910? I only need the exact answer, not a general explanation.","A note in the middle of the article adds that the tracking page says the parcel reached the sorting center, which does not answer whether a refund is approved. The same article also includes unrelated marketing text and a link to general support.",0.25,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
328,returns_and_refunds,What is the status of my return for printer cartridge?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
329,returns_and_refunds,What is the status of my return for printer cartridge?,"A note in the middle of the article adds that the returns note states that printer cartridge under reference A1234 is eligible for a return, and the customer must send it back within last week. The same article also includes unrelated marketing text and a link to general support.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
330,returns_and_refunds,What is the status of my exchange for office chair?,"The page does not present it as a direct answer; instead, it states that a customer article says refunds may take several days, while the actual status of this request is not shown.",0.35,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
331,returns_and_refunds,What is the status of my refund for office chair?,"The paragraph continues with a warning about delays, but says that the ordering guide explains how to add items to a cart, not how to return a purchased item. The same article also includes unrelated marketing text and a link to general support.",0.15,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
332,returns_and_refunds,"In short, how can I get a store credit for printer cartridge reference RMA4002?","A short paragraph at the bottom says that support teams may contact customers later, without giving a concrete instruction or value.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
333,returns_and_refunds,What is the status of my refund for wireless mouse?,"The returns note states that wireless mouse under reference RET9910 is eligible for a refund, and the customer must send it back within 30 days. The same article also includes unrelated marketing text and a link to general support.",0.9,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.0,1.0,2.5,2.5,1.0"
334,returns_and_refunds,How can I get a return for printer cartridge reference RET9910?,"A note in the middle of the article adds that the policy mentions that printer cartridge can sometimes be returned, but it does not say whether reference RET9910 qualifies for a return. The same article also includes unrelated marketing text and a link to general support.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0"
335,returns_and_refunds,How can I get a store credit for laptop battery reference A1234?,"The ordering guide explains how to add items to a cart, not how to return a purchased item.",0.2,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,1.0,1.0,2.0,1.0"
336,returns_and_refunds,How can I get a return for laptop battery reference A1234?,"In a later section, the company notes that account settings can be adjusted from the profile page, although shipment notices may still arrive separately.",0.05,different_topic_negative,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,1.0,2.0,1.0"
337,returns_and_refunds,"How can I get a return for office chair reference RET9910? I only need the exact answer, not a general explanation.","In a side note under the comparison table, it says that the returns note states that office chair under reference RET9910 is eligible for a return, and the customer must send it back within 14 days. The same article also includes unrelated marketing text and a link to general support.",1.0,full_messy_article_match,"0.2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.5,2.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0"
338,returns_and_refunds,Can I return laptop battery after last week?,"The paragraph continues with a warning about delays, but says that the policy mentions that laptop battery can sometimes be returned, but it does not say whether reference ORD7788 qualifies for a exchange.",0.55,partial_missing_key_fields,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,1.0,1.0,1.0"
339,returns_and_refunds,Can I return printer cartridge after 14 days?,"The paragraph continues with a warning about delays, but says that the tracking page says the parcel reached the sorting center, which does not answer whether a refund is approved.",0.1,same_topic_wrong_answer,"0.2,3.0,1.0,1.0,1.0,1.0,3.0,2.5,2.5,1.0,2.0,1.0,1.0"
